month,day,carrier,origin,arr_delay,arr_time,sched_arr_time
10,25,AA,LGA,6,1711,1705
10,14,AA,JFK,-15,1735,1750
8,21,UA,EWR,-10,1240,1250
1,22,EV,EWR,6,1729,1723
12,22,9E,JFK,4,1246,1242
9,8,EV,EWR,1,1714,1713
11,7,UA,EWR,8,2143,2135
3,20,EV,EWR,79,1634,1515
10,17,9E,JFK,47,2222,2135
12,6,EV,EWR,5,1721,1716
3,27,B6,JFK,-4,1141,1145
3,5,MQ,JFK,-3,1637,1640
8,12,EV,EWR,8,2112,2104
3,20,AA,EWR,-2,908,910
2,27,US,LGA,12,1418,1406
1,5,AA,JFK,-37,2128,2205
9,6,B6,JFK,-60,1847,1947
12,4,DL,EWR,37,2035,1958
6,12,MQ,LGA,-10,905,915
6,5,B6,JFK,-3,1915,1918
6,19,EV,EWR,27,1008,941
8,11,B6,JFK,3,2020,2017
1,2,B6,EWR,9,1620,1611
1,21,EV,EWR,7,1820,1813
2,25,UA,EWR,25,2111,2046
8,1,B6,LGA,3,1022,1019
4,28,B6,JFK,-19,1023,1042
7,28,VX,EWR,-7,1338,1345
4,25,EV,EWR,14,1542,1528
6,11,DL,JFK,-33,2157,2230
1,4,EV,EWR,-5,1304,1309
8,30,AA,LGA,-18,1121,1139
7,14,DL,JFK,-39,1508,1547
9,3,9E,LGA,-14,1804,1818
2,15,UA,EWR,-9,36,45
3,18,YV,LGA,76,1840,1724
2,23,DL,LGA,-2,1239,1241
11,18,EV,EWR,-2,717,719
9,29,B6,JFK,-24,1041,1105
2,23,EV,LGA,-12,1603,1615
8,19,UA,LGA,-26,1905,1931
10,7,UA,LGA,-26,907,933
6,11,B6,JFK,4,1329,1325
2,14,EV,EWR,-3,807,810
9,12,EV,EWR,-1,812,813
1,15,DL,EWR,-4,1811,1815
1,18,EV,EWR,-9,1422,1431
12,28,EV,EWR,-14,703,717
2,26,AA,LGA,27,1852,1825
9,18,EV,LGA,-35,1857,1932
2,17,UA,EWR,-24,2319,2343
3,6,B6,JFK,26,1754,1728
11,25,B6,EWR,-18,1053,1111
5,4,EV,EWR,-21,1149,1210
8,10,UA,EWR,25,2338,2313
7,19,UA,LGA,-19,846,905
4,29,AA,JFK,-12,2218,2230
10,28,UA,LGA,23,856,833
8,20,MQ,LGA,-18,937,955
7,25,MQ,LGA,30,1845,1815
1,4,DL,LGA,-4,1903,1907
11,16,DL,LGA,-24,1934,1958
2,4,AA,JFK,12,2027,2015
1,25,UA,EWR,-5,1002,1007
10,11,DL,JFK,-28,1854,1922
6,13,EV,LGA,NA,NA,2211
10,19,DL,LGA,37,1449,1412
9,9,YV,LGA,-25,2146,2211
7,17,F9,LGA,-6,1539,1545
1,9,AA,LGA,NA,NA,1025
10,8,UA,EWR,17,1642,1625
4,11,EV,LGA,8,1728,1720
8,17,B6,JFK,-8,1116,1124
11,4,B6,JFK,-12,1436,1448
8,13,B6,JFK,-16,1851,1907
12,13,UA,EWR,-17,757,814
8,15,UA,EWR,0,2025,2025
1,8,B6,JFK,6,1110,1104
12,29,UA,EWR,-18,1203,1221
7,3,DL,JFK,-11,1306,1317
12,21,DL,JFK,-28,1728,1756
4,3,UA,EWR,-15,2138,2153
10,17,9E,JFK,-38,1750,1828
10,25,EV,EWR,-10,718,728
5,22,B6,LGA,8,1624,1616
12,16,DL,LGA,-7,1139,1146
7,31,MQ,LGA,3,1652,1649
9,5,UA,EWR,-14,1142,1156
6,16,MQ,LGA,-21,2224,2245
9,4,UA,EWR,-31,1945,2016
4,2,B6,JFK,63,1849,1746
8,10,US,LGA,44,2143,2059
3,14,B6,JFK,8,1922,1914
1,19,US,LGA,-19,952,1011
11,28,UA,EWR,-38,1103,1141
4,6,B6,LGA,-36,1825,1901
5,2,US,LGA,4,1334,1330
9,15,UA,EWR,-18,1439,1457
12,23,MQ,JFK,26,1831,1805
11,8,DL,JFK,16,1538,1522
4,7,B6,JFK,-14,2301,2315
8,5,DL,JFK,-23,1254,1317
9,20,B6,LGA,-27,1605,1632
6,12,DL,JFK,-4,1315,1319
10,1,UA,EWR,-25,2233,2258
10,22,US,LGA,-20,1558,1618
7,30,B6,EWR,-19,700,719
5,3,UA,EWR,-5,1853,1858
1,24,MQ,JFK,4,1954,1950
9,20,EV,EWR,-24,1136,1200
3,23,UA,EWR,-12,948,1000
5,9,B6,LGA,40,2129,2049
9,2,9E,JFK,NA,NA,2048
10,24,B6,JFK,-10,1708,1718
7,11,B6,JFK,-2,1210,1212
10,27,AA,JFK,-14,1046,1100
3,16,AA,LGA,-19,1501,1520
1,19,B6,JFK,-5,1620,1625
4,3,AA,LGA,-10,1615,1625
6,9,B6,JFK,-4,1952,1956
1,18,EV,EWR,5,2134,2129
11,29,EV,EWR,-6,1638,1644
8,9,UA,EWR,2,937,935
7,13,US,JFK,2,910,908
2,13,DL,LGA,16,853,837
3,8,US,LGA,13,820,807
5,14,EV,EWR,-7,934,941
9,13,UA,JFK,19,1042,1023
6,14,B6,JFK,-2,2311,2313
6,19,AA,EWR,11,1506,1455
9,12,AA,LGA,57,1607,1510
9,10,UA,EWR,-27,1202,1229
7,28,DL,LGA,34,1708,1634
10,30,DL,LGA,-19,1049,1108
6,9,DL,LGA,-10,1319,1329
7,29,EV,EWR,-22,1308,1330
10,3,US,EWR,-13,1158,1211
6,14,EV,EWR,21,1516,1455
5,29,EV,EWR,-6,1206,1212
5,5,B6,EWR,-5,1815,1820
4,4,EV,EWR,-3,2019,2022
7,18,EV,EWR,3,1053,1050
3,5,EV,EWR,43,1855,1812
9,17,DL,JFK,-15,1055,1110
11,28,DL,LGA,11,1041,1030
12,4,EV,EWR,75,1029,914
6,16,DL,JFK,4,2112,2108
10,21,UA,EWR,-5,1424,1429
5,10,B6,JFK,-5,740,745
1,31,MQ,JFK,-15,1815,1830
8,10,AA,JFK,-5,1905,1910
4,18,UA,EWR,NA,NA,1217
1,5,UA,JFK,-21,1404,1425
10,19,9E,JFK,-2,1809,1811
9,23,B6,JFK,-13,1347,1400
3,7,DL,JFK,-19,1837,1856
5,13,B6,JFK,-10,922,932
3,23,B6,LGA,20,1649,1629
11,23,AA,LGA,-32,1008,1040
7,27,DL,LGA,36,2026,1950
5,29,VX,JFK,-6,1214,1220
12,26,EV,LGA,1,1601,1600
7,24,EV,EWR,45,2334,2249
11,7,9E,JFK,92,2334,2202
7,24,UA,EWR,-16,1240,1256
1,1,EV,EWR,13,1740,1727
6,7,UA,LGA,122,1211,1009
12,27,MQ,EWR,-14,2136,2150
3,8,UA,EWR,173,2334,2041
8,27,EV,LGA,58,2107,2009
7,22,AA,LGA,40,1624,1544
2,15,B6,JFK,-30,2051,2121
3,16,US,JFK,61,2004,1903
9,11,DL,JFK,27,2055,2028
8,9,UA,EWR,14,1012,958
6,4,EV,EWR,-7,1728,1735
11,2,UA,EWR,-6,1129,1135
4,14,US,LGA,-18,1312,1330
8,9,WN,EWR,-21,1509,1530
12,7,B6,JFK,-4,1320,1324
10,28,AA,LGA,-20,1634,1654
3,5,DL,LGA,-7,2033,2040
3,13,EV,LGA,-7,1547,1554
11,13,MQ,LGA,-17,1327,1344
11,22,WN,LGA,15,915,900
8,6,DL,LGA,-10,1045,1055
12,13,EV,JFK,-1,716,717
2,23,EV,EWR,38,1338,1300
11,14,AA,LGA,-18,916,934
5,13,9E,JFK,-17,2042,2059
8,9,B6,LGA,-11,840,851
6,14,DL,EWR,-18,1221,1239
12,17,B6,LGA,76,1136,1020
6,6,UA,EWR,-28,2031,2059
8,9,EV,EWR,-11,913,924
1,20,EV,LGA,7,2057,2050
2,3,UA,JFK,3,2205,2202
5,13,EV,EWR,1,930,929
2,23,EV,EWR,40,1752,1712
9,12,WN,LGA,242,27,2025
5,19,WN,EWR,35,1850,1815
9,25,B6,JFK,-21,2134,2155
11,26,UA,EWR,-13,736,749
8,29,B6,EWR,-16,1113,1129
6,16,UA,EWR,-17,1243,1300
5,29,EV,EWR,19,1218,1159
2,26,UA,EWR,-16,2148,2204
3,8,UA,EWR,190,2038,1728
9,21,UA,EWR,-26,2039,2105
11,19,EV,LGA,3,1700,1657
7,8,DL,LGA,-14,1357,1411
8,6,DL,EWR,-9,1231,1240
10,31,DL,LGA,-6,1331,1337
8,17,DL,JFK,-2,1902,1904
3,18,EV,EWR,NA,NA,2214
1,22,UA,LGA,-12,1827,1839
12,7,9E,JFK,-2,2049,2051
8,15,MQ,LGA,-4,1951,1955
9,6,9E,JFK,-44,2127,2211
8,3,9E,JFK,87,1826,1659
3,8,B6,JFK,65,1012,907
10,14,DL,EWR,-3,1957,2000
3,21,EV,EWR,1,2247,2246
7,30,B6,JFK,0,1021,1021
8,19,WN,LGA,-22,718,740
9,29,EV,EWR,-12,901,913
10,12,EV,EWR,-1,1448,1449
4,26,EV,EWR,17,1213,1156
10,16,B6,JFK,-1,1201,1202
12,16,EV,LGA,2,2217,2215
9,10,B6,JFK,9,1031,1022
5,22,EV,LGA,NA,NA,755
6,23,DL,JFK,10,1914,1904
8,21,DL,LGA,29,2313,2244
5,19,UA,EWR,22,2037,2015
6,30,B6,JFK,143,51,2228
2,4,9E,JFK,4,1736,1732
4,3,B6,JFK,0,2318,2318
5,27,B6,LGA,-15,1856,1911
8,26,AA,JFK,-5,1005,1010
12,20,UA,EWR,79,2248,2129
2,18,B6,JFK,45,1147,1102
4,19,FL,LGA,40,1454,1414
10,27,UA,EWR,2,1218,1216
9,18,UA,JFK,-14,1411,1425
5,1,MQ,LGA,-8,1016,1024
2,15,B6,EWR,0,2320,2320
1,11,AA,LGA,-26,914,940
7,24,DL,JFK,94,1942,1808
10,14,EV,LGA,-2,1258,1300
11,18,DL,JFK,-26,1044,1110
6,23,MQ,JFK,-3,1632,1635
5,13,EV,EWR,-5,801,806
6,21,DL,JFK,-20,1530,1550
11,9,DL,JFK,-17,1838,1855
11,15,VX,JFK,20,1250,1230
2,19,AA,LGA,-25,905,930
7,21,B6,EWR,10,1139,1129
3,28,MQ,LGA,-36,754,830
7,8,MQ,EWR,11,1131,1120
10,6,EV,EWR,8,1503,1455
5,31,AA,LGA,-37,2043,2120
2,6,UA,EWR,-19,1438,1457
9,23,US,LGA,-5,1456,1501
4,1,DL,LGA,-24,2223,2247
1,19,B6,JFK,-13,1543,1556
7,8,DL,LGA,-13,1441,1454
12,15,EV,EWR,-15,1247,1302
7,1,B6,JFK,112,2022,1830
9,15,UA,EWR,-35,1529,1604
8,19,UA,EWR,87,32,2305
8,10,UA,EWR,-10,1144,1154
9,17,EV,EWR,3,1456,1453
10,23,DL,JFK,-12,2024,2036
1,16,AA,JFK,30,955,925
8,23,US,LGA,NA,NA,1458
2,14,AA,EWR,-2,1538,1540
5,7,WN,LGA,-3,1842,1845
8,23,EV,JFK,NA,NA,2059
12,9,VX,JFK,20,1425,1405
10,17,DL,LGA,-24,1158,1222
7,24,EV,EWR,61,1518,1417
2,3,WN,EWR,-7,2053,2100
5,31,AA,LGA,5,2055,2050
12,13,VX,JFK,-20,2005,2025
3,12,US,LGA,-1,1056,1057
12,3,9E,LGA,-5,1045,1050
6,2,EV,EWR,-19,1052,1111
10,22,UA,LGA,-28,2104,2132
5,28,AA,LGA,-35,2015,2050
1,19,DL,LGA,4,1646,1642
1,10,UA,EWR,6,1008,1002
10,4,WN,EWR,-5,710,715
12,30,AA,JFK,-8,947,955
5,26,EV,EWR,-24,1006,1030
4,10,US,LGA,-10,1609,1619
6,30,B6,LGA,-14,1204,1218
9,10,DL,LGA,-7,927,934
3,31,EV,LGA,-38,1032,1110
4,25,US,LGA,-3,802,805
4,19,EV,EWR,68,1415,1307
6,22,MQ,JFK,-13,1157,1210
3,20,DL,LGA,-7,1227,1234
6,25,AA,JFK,-5,1000,1005
12,6,EV,EWR,NA,NA,1950
8,29,UA,LGA,-23,1308,1331
1,29,UA,LGA,-25,1950,2015
6,5,DL,LGA,-23,948,1011
8,20,UA,LGA,-35,1300,1335
5,9,B6,LGA,37,15,2338
11,2,WN,LGA,-6,854,900
1,15,UA,EWR,7,1720,1713
7,21,B6,EWR,-25,1325,1350
7,7,DL,JFK,135,227,12
9,6,DL,LGA,-3,746,749
12,2,MQ,LGA,6,851,845
11,30,EV,EWR,-1,2129,2130
5,1,EV,EWR,-32,856,928
2,28,B6,LGA,14,1717,1703
6,13,EV,EWR,-3,1932,1935
8,31,MQ,JFK,63,1838,1735
4,5,AA,JFK,-14,1731,1745
9,19,US,LGA,57,1315,1218
6,19,DL,JFK,31,2320,2249
6,14,EV,LGA,53,1840,1747
8,12,UA,EWR,17,1200,1143
7,11,AA,LGA,8,1113,1105
10,6,UA,EWR,-18,2006,2024
7,14,EV,LGA,85,2311,2146
1,29,EV,EWR,-13,1807,1820
6,30,MQ,LGA,138,1723,1505
9,16,DL,LGA,-2,932,934
10,6,EV,LGA,0,1641,1641
4,27,B6,JFK,-22,2331,2353
5,9,9E,EWR,-3,1903,1906
11,8,DL,LGA,-7,1507,1514
6,12,MQ,JFK,4,1214,1210
6,19,EV,EWR,-6,2234,2240
11,13,UA,EWR,-36,1959,2035
11,28,B6,JFK,26,1109,1043
1,29,UA,LGA,137,2056,1839
8,9,YV,LGA,-22,1316,1338
4,23,US,LGA,27,1139,1112
11,26,WN,EWR,11,901,850
7,23,DL,JFK,198,2322,2004
12,1,MQ,LGA,3,1758,1755
2,18,DL,LGA,-14,1151,1205
10,2,MQ,LGA,-22,1322,1344
1,9,MQ,EWR,-6,1544,1550
7,23,UA,EWR,102,1758,1616
10,13,EV,EWR,1,1903,1902
1,22,B6,JFK,30,1131,1101
12,16,AA,LGA,-14,901,915
7,18,US,LGA,98,2303,2125
11,20,B6,EWR,18,1627,1609
5,23,US,LGA,-12,754,806
9,4,DL,JFK,-22,1009,1031
5,1,MQ,JFK,-11,1014,1025
1,3,B6,JFK,3,1351,1348
7,8,UA,LGA,73,2313,2200
5,13,EV,EWR,41,1008,927
5,8,9E,JFK,162,2243,2001
7,31,EV,EWR,51,1832,1741
1,31,MQ,LGA,59,2349,2250
10,13,B6,JFK,10,2239,2229
11,11,US,LGA,-9,1323,1332
4,7,AA,JFK,-15,1035,1050
6,29,AA,JFK,97,1727,1550
5,14,WN,LGA,-10,1240,1250
6,17,B6,EWR,-6,1122,1128
9,30,DL,JFK,-25,2349,14
11,9,UA,LGA,-13,822,835
5,26,AA,LGA,-18,1217,1235
1,30,AA,JFK,-33,1837,1910
5,24,DL,JFK,-4,2102,2106
1,8,B6,EWR,109,2005,1816
5,19,B6,EWR,-18,817,835
7,25,US,LGA,17,1758,1741
5,24,UA,EWR,-21,910,931
6,13,UA,LGA,111,2145,1954
12,10,UA,EWR,82,1050,928
5,8,AA,LGA,23,2148,2125
6,28,AA,LGA,NA,NA,2315
11,24,UA,EWR,-8,1420,1428
8,6,B6,LGA,-9,5,14
12,9,DL,JFK,-14,1934,1948
1,9,AA,JFK,-11,1339,1350
8,5,AA,EWR,-5,1745,1750
6,28,B6,JFK,32,2326,2254
10,27,US,JFK,-32,1519,1551
4,15,MQ,LGA,-2,1552,1554
4,4,EV,EWR,2,747,745
6,29,UA,LGA,-40,1033,1113
7,21,UA,JFK,-26,1343,1409
2,22,AA,JFK,-14,1951,2005
2,28,MQ,LGA,NA,NA,805
4,10,FL,LGA,6,1541,1535
11,3,9E,JFK,-19,1847,1906
9,26,US,LGA,-5,2054,2059
10,30,9E,JFK,-28,931,959
1,2,DL,LGA,-5,908,913
10,24,UA,EWR,-8,957,1005
12,13,DL,LGA,-21,920,941
10,22,DL,LGA,-11,1817,1828
4,19,EV,EWR,NA,NA,1639
7,7,B6,JFK,5,1313,1308
1,12,B6,JFK,-22,1029,1051
1,9,VX,JFK,8,1043,1035
9,20,DL,JFK,-32,1018,1050
5,17,UA,EWR,-37,1028,1105
3,5,UA,EWR,-22,1744,1806
11,23,EV,EWR,-10,1145,1155
6,1,VX,JFK,-18,1941,1959
10,9,UA,LGA,-19,1415,1434
2,3,MQ,JFK,-34,1806,1840
12,12,UA,EWR,-14,1008,1022
9,10,MQ,EWR,77,2127,2010
9,4,UA,EWR,-32,1729,1801
6,16,UA,EWR,5,1925,1920
10,28,US,LGA,-13,648,701
11,21,UA,LGA,-4,935,939
1,29,DL,LGA,-11,1228,1239
12,8,WN,EWR,45,1900,1815
8,5,EV,EWR,-25,1228,1253
6,29,HA,JFK,-26,1409,1435
5,17,B6,EWR,-23,812,835
7,12,DL,LGA,-2,824,826
10,12,DL,JFK,-8,1248,1256
3,2,AA,LGA,-5,1820,1825
5,26,AA,JFK,76,2141,2025
11,24,B6,JFK,-6,1502,1508
4,3,9E,JFK,-12,1803,1815
2,24,MQ,JFK,24,1239,1215
12,23,B6,JFK,37,1814,1737
11,25,EV,LGA,-21,2028,2049
1,7,B6,JFK,-8,1043,1051
2,2,EV,EWR,-3,1557,1600
6,26,AA,JFK,-17,1913,1930
5,12,EV,EWR,-12,857,909
4,5,B6,JFK,54,1433,1339
11,7,EV,EWR,-7,1527,1534
8,10,B6,JFK,67,2051,1944
3,28,DL,LGA,-20,810,830
11,8,B6,JFK,15,10,2355
2,6,9E,JFK,106,1201,1015
12,21,MQ,LGA,37,1632,1555
9,5,DL,JFK,31,2208,2137
2,7,UA,LGA,14,1653,1639
6,16,B6,LGA,-41,1229,1310
4,24,B6,JFK,NA,NA,1858
3,3,DL,EWR,-16,1230,1246
5,31,DL,LGA,-21,2222,2243
5,17,DL,LGA,-15,952,1007
1,23,B6,EWR,-13,2029,2042
4,20,WN,LGA,4,1824,1820
6,11,MQ,LGA,0,2310,2310
2,28,US,LGA,-20,1314,1334
11,11,B6,JFK,-3,2123,2126
8,22,AS,EWR,0,2147,2147
3,13,AA,JFK,-53,2132,2225
8,2,UA,JFK,24,939,915
9,13,UA,EWR,0,1220,1220
11,2,AA,LGA,-18,1532,1550
10,2,MQ,LGA,-24,1511,1535
5,21,DL,JFK,-24,1224,1248
10,14,DL,EWR,-12,1017,1029
1,8,WN,LGA,0,2225,2225
8,24,UA,EWR,-15,1558,1613
9,9,UA,JFK,-42,1433,1515
7,6,UA,JFK,21,935,914
2,28,AA,EWR,-27,1943,2010
3,27,MQ,JFK,0,1645,1645
7,7,UA,EWR,-24,900,924
5,29,UA,LGA,172,1427,1135
2,26,AA,JFK,-16,1324,1340
10,24,AA,JFK,-14,1346,1400
7,23,WN,EWR,170,2205,1915
8,2,UA,EWR,3,1348,1345
6,11,EV,LGA,-7,1703,1710
12,16,9E,LGA,30,1153,1123
9,16,MQ,LGA,-11,934,945
7,16,MQ,LGA,3,823,820
6,16,UA,LGA,-12,853,905
2,14,AA,EWR,-4,1036,1040
7,19,EV,EWR,23,1113,1050
2,19,B6,LGA,12,1927,1915
10,1,B6,JFK,-41,2318,2359
10,11,B6,JFK,-5,932,937
2,1,AA,LGA,-16,1114,1130
6,30,DL,LGA,50,2213,2123
9,9,MQ,JFK,-22,1758,1820
8,9,US,LGA,49,1807,1718
12,3,UA,EWR,-13,850,903
11,4,B6,JFK,15,1138,1123
1,24,US,LGA,7,2102,2055
8,6,EV,JFK,-26,1048,1114
9,19,EV,LGA,23,1213,1150
6,3,EV,EWR,45,2153,2108
11,18,EV,EWR,-11,1909,1920
9,23,9E,LGA,13,1214,1201
11,13,AA,LGA,-18,837,855
10,4,EV,EWR,-16,1358,1414
6,28,EV,EWR,NA,NA,2239
1,14,AA,LGA,-19,2251,2310
6,10,EV,LGA,14,1801,1747
2,18,AA,LGA,-4,2126,2130
8,5,9E,JFK,-17,1543,1600
4,8,9E,JFK,-7,2103,2110
11,2,DL,EWR,-2,1933,1935
12,1,EV,EWR,27,2328,2301
9,20,DL,EWR,-21,1339,1400
7,24,DL,LGA,4,1844,1840
10,31,US,JFK,-14,1537,1551
6,13,B6,EWR,146,1847,1621
5,11,AA,JFK,-1,2239,2240
5,21,UA,EWR,-5,1418,1423
1,20,UA,EWR,-19,1947,2006
5,28,AA,LGA,-17,1953,2010
4,18,AA,JFK,23,1158,1135
7,27,AA,LGA,-14,711,725
4,6,DL,LGA,-28,1957,2025
10,2,EV,EWR,14,1432,1418
8,9,DL,JFK,26,1136,1110
5,7,DL,JFK,-24,1516,1540
10,30,MQ,LGA,-16,1939,1955
11,9,EV,EWR,-11,1649,1700
3,22,B6,JFK,56,2108,2012
7,10,DL,JFK,62,2210,2108
3,26,DL,LGA,11,1458,1447
6,3,VX,EWR,-9,1546,1555
6,8,DL,JFK,-13,2139,2152
11,25,AA,LGA,-8,807,815
1,31,9E,JFK,7,1111,1104
9,5,EV,EWR,-25,1143,1208
7,18,AA,JFK,73,2158,2045
2,15,B6,JFK,-4,2353,2357
2,18,B6,JFK,15,2400,2345
9,15,EV,EWR,-13,1129,1142
9,1,9E,JFK,13,2206,2153
3,7,AA,LGA,20,2245,2225
5,4,B6,JFK,1,848,847
10,8,FL,LGA,13,2018,2005
1,23,9E,JFK,0,2121,2121
3,30,B6,JFK,-17,850,907
5,24,MQ,LGA,24,1319,1255
3,7,UA,LGA,99,1918,1739
10,19,WN,LGA,-7,958,1005
10,22,AA,LGA,27,757,730
3,11,US,EWR,3,1507,1504
7,24,9E,JFK,60,1901,1801
10,25,B6,JFK,-18,2341,2359
5,10,B6,JFK,-31,1208,1239
7,9,US,LGA,-27,1017,1044
8,8,DL,JFK,77,19,2302
11,6,UA,LGA,-26,913,939
1,23,9E,JFK,2,1626,1624
12,17,B6,JFK,81,1737,1616
5,3,WN,LGA,-8,1957,2005
6,25,MQ,LGA,-18,957,1015
7,28,DL,LGA,94,2114,1940
7,27,B6,JFK,-7,1226,1233
8,2,AA,LGA,-15,1050,1105
6,14,US,LGA,-4,803,807
4,7,AA,LGA,-27,1243,1310
5,13,B6,JFK,-9,1316,1325
8,4,US,LGA,4,2218,2214
3,6,AA,LGA,-23,952,1015
4,12,EV,EWR,45,1428,1343
1,17,WN,LGA,-10,1825,1835
2,4,FL,LGA,-8,1313,1321
2,28,B6,EWR,1,1427,1426
11,4,UA,EWR,34,1345,1311
11,4,VX,EWR,-13,2052,2105
12,26,US,LGA,-17,1444,1501
12,30,DL,LGA,2,835,833
4,4,9E,JFK,-9,2019,2028
9,24,9E,JFK,-4,1019,1023
11,4,EV,EWR,5,1010,1005
10,28,DL,JFK,-16,2156,2212
3,5,B6,JFK,-12,2103,2115
4,18,UA,EWR,79,2255,2136
1,15,EV,EWR,24,1043,1019
4,4,EV,EWR,32,2125,2053
12,26,MQ,LGA,30,1345,1315
4,15,UA,LGA,-29,1715,1744
3,3,AA,JFK,-37,1048,1125
2,18,UA,EWR,-2,1827,1829
4,5,B6,EWR,-13,1252,1305
2,12,B6,EWR,33,1848,1815
7,26,B6,JFK,-9,1049,1058
7,6,B6,JFK,-32,2127,2159
3,1,UA,JFK,-8,1844,1852
8,17,DL,JFK,-13,950,1003
3,20,B6,JFK,37,415,338
4,30,DL,JFK,-27,2222,2249
8,25,UA,EWR,-33,1832,1905
9,24,B6,EWR,-19,2134,2153
3,18,AA,LGA,2,942,940
11,9,UA,EWR,-6,1912,1918
12,28,DL,LGA,-30,1610,1640
8,9,AA,EWR,-14,1441,1455
4,8,DL,LGA,-13,900,913
12,16,DL,JFK,-23,2019,2042
7,31,AA,JFK,-1,1009,1010
5,5,US,JFK,-7,1205,1212
8,8,US,LGA,-12,757,809
8,14,B6,JFK,6,901,855
12,8,UA,EWR,108,1837,1649
3,6,UA,EWR,65,2248,2143
10,25,EV,EWR,26,2303,2237
11,18,9E,JFK,-8,1737,1745
9,3,B6,JFK,-37,2002,2039
9,19,EV,LGA,13,1144,1131
8,11,EV,EWR,-20,1342,1402
8,22,FL,LGA,1,1134,1133
5,27,UA,EWR,27,2121,2054
12,12,9E,JFK,-9,2049,2058
12,20,9E,LGA,-13,1040,1053
10,23,MQ,LGA,20,2200,2140
4,18,MQ,LGA,-10,2255,2305
3,31,AA,LGA,-15,1625,1640
12,2,UA,EWR,-8,1523,1531
10,20,B6,JFK,8,1057,1049
1,14,MQ,EWR,-1,1139,1140
1,20,VX,JFK,-16,1059,1115
10,5,UA,EWR,-3,1431,1434
3,8,US,JFK,60,1500,1400
3,12,EV,EWR,5,2119,2114
11,16,B6,JFK,-10,1356,1406
5,25,UA,EWR,-17,1631,1648
12,15,UA,EWR,26,1819,1753
12,12,US,LGA,-4,1503,1507
5,10,DL,LGA,-5,1801,1806
6,23,AA,LGA,-11,819,830
11,20,EV,LGA,-19,1136,1155
3,3,DL,LGA,8,1828,1820
10,13,UA,EWR,-2,1958,2000
6,12,DL,JFK,-7,1057,1104
2,15,FL,LGA,-7,1637,1644
10,31,MQ,LGA,12,1452,1440
10,2,UA,LGA,-35,1652,1727
5,18,DL,LGA,-10,743,753
4,28,UA,EWR,0,2202,2202
8,22,WN,EWR,-6,2059,2105
7,7,DL,LGA,-27,1130,1157
5,9,UA,JFK,36,1605,1529
5,7,DL,JFK,-30,1058,1128
4,24,DL,LGA,13,929,916
11,3,UA,EWR,-10,1432,1442
9,8,US,EWR,-38,1201,1239
12,20,MQ,JFK,NA,NA,940
4,19,B6,JFK,250,405,2355
3,18,EV,EWR,84,1828,1704
10,17,US,LGA,-5,655,700
8,28,UA,EWR,-4,1705,1709
10,20,EV,EWR,-7,1621,1628
9,5,B6,JFK,-34,2254,2328
9,29,EV,EWR,-4,1659,1703
9,30,B6,JFK,-31,2215,2246
12,4,DL,JFK,2,1321,1319
2,21,UA,LGA,-18,1710,1728
7,11,MQ,LGA,7,1747,1740
1,1,AA,JFK,27,1622,1555
9,26,DL,EWR,10,1257,1247
12,3,EV,EWR,76,1828,1712
10,8,UA,EWR,14,1640,1626
4,28,UA,EWR,-23,7,30
4,14,US,LGA,-3,1510,1513
4,16,B6,JFK,-31,1834,1905
11,9,9E,JFK,-17,2029,2046
8,2,EV,EWR,-5,1402,1407
4,16,EV,EWR,-14,1134,1148
9,22,B6,JFK,167,1746,1459
5,21,EV,EWR,45,1719,1634
4,5,EV,EWR,2,1535,1533
2,8,AA,LGA,7,1047,1040
5,4,EV,JFK,-12,1058,1110
1,20,MQ,LGA,-10,2050,2100
8,1,MQ,EWR,93,2138,2005
12,24,EV,EWR,3,1420,1417
4,28,UA,EWR,-21,1146,1207
6,1,EV,EWR,40,1352,1312
5,24,9E,JFK,99,2227,2048
2,24,B6,JFK,-1,1910,1911
12,23,9E,JFK,32,2222,2150
9,24,US,LGA,-1,1500,1501
8,21,AA,LGA,-22,733,755
6,23,DL,LGA,-24,2015,2039
12,25,AA,LGA,-15,2035,2050
8,6,EV,EWR,-2,1653,1655
7,8,UA,EWR,135,1143,928
6,2,AA,LGA,51,1951,1900
1,17,9E,JFK,-18,2127,2145
9,12,9E,JFK,NA,NA,2211
3,14,UA,EWR,-2,2236,2238
11,25,DL,JFK,-20,1130,1150
3,3,EV,EWR,23,1730,1707
2,14,EV,EWR,-5,2011,2016
12,30,UA,EWR,32,2325,2253
6,8,UA,EWR,13,1124,1111
10,2,DL,JFK,-24,2106,2130
11,29,MQ,LGA,-30,1905,1935
4,17,US,LGA,-30,1945,2015
8,14,WN,LGA,12,1532,1520
1,16,9E,JFK,10,905,855
2,12,US,LGA,3,2214,2211
6,19,EV,EWR,-13,1202,1215
4,18,DL,LGA,-11,808,819
6,6,B6,EWR,7,2037,2030
9,26,9E,LGA,-3,821,824
3,24,WN,EWR,0,1325,1325
5,13,B6,JFK,-9,1033,1042
12,8,EV,EWR,139,2325,2106
7,3,B6,LGA,74,2037,1923
8,17,UA,LGA,5,730,725
2,9,DL,JFK,-7,2022,2029
6,19,UA,EWR,15,2150,2135
1,13,AA,JFK,-19,2146,2205
1,2,UA,JFK,10,2236,2226
7,23,9E,EWR,NA,NA,900
4,25,UA,EWR,151,115,2244
11,13,AA,LGA,-4,1140,1144
8,20,UA,JFK,-22,2008,2030
